ICD 10 CODE,DESCRIPTION,GROUP,
K28.9,Unspecified as acute or chronic Gastrojejunal ulcer/ Anastomotic peptic ulcer or erosion/ Gastrocolic peptic ulcer or erosion/ Gastrointestinal peptic ulcer or erosion/ Gastrojejunal peptic ulcer or erosion/ Jejunal peptic ulcer or erosion/ Marginal peptic ulcer or erosion; Stomal peptic ulcer or erosion,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.1,Other acute gastritis,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.2,Alcoholic gastritis,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.3,Chronic superficial gastritis,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.4,Chronic atrophic gastritis; Gastric atrophy,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.5,"Chronic gastritis, unspecified; Chronic Antral gastritis; Chronic Fundal gastritis",PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.6,Other gastritis; Giant hypertrophic gastritis; Granulomatous gastritis; Menetrier's disease,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.7,"Gastritis, unspecified",PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.8,Duodenitis,PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
K29.9,"Gastroduodenitis, unspecified",PEPTIC ULCER DISEASE WITHOUT HEMORRHAGE,
P23.0,Congenital pneumonia due to viral agent,PERINATAL INFECTIONS,
P23.1,Congenital pneumonia due to Chlamydia,PERINATAL INFECTIONS,
P23.2,Congenital pneumonia due to staphylococcus,PERINATAL INFECTIONS,
P23.3,"Congenital pneumonia due to streptococcus, group B",PERINATAL INFECTIONS,
P23.4,Congenital pneumonia due to Escherichia coli,PERINATAL INFECTIONS,
P23.5,Congenital pneumonia due to Pseudomonas,PERINATAL INFECTIONS,
P23.6,"Congenital pneumonia due to other bacterial agents; Haemophilus influenzae; Klebsiella pneumonia; Mycoplasma; Streptococcus, except group B",PERINATAL INFECTIONS,
P23.9,"Congenital pneumonia, unspecified",PERINATAL INFECTIONS,
P35.0,Congenital rubella syndrome; Congenital rubella pneumonitis,PERINATAL INFECTIONS,
P35.1,Congenital cytomegalovirus infection,PERINATAL INFECTIONS,
P35.2,Congenital herpesviral [herpes simplex] infection,PERINATAL INFECTIONS,
P35.3,Congenital viral hepatitis,PERINATAL INFECTIONS,
P35.8,Other congenital viral diseases; Congenital varicella [chickenpox],PERINATAL INFECTIONS,
P35.9,"Congenital viral disease, unspecified",PERINATAL INFECTIONS,
P37.0,Congenital tuberculosis,PERINATAL INFECTIONS,
P37.1,Congenital toxoplasmosis; Hydrocephalus due to congenital toxoplasmosis,PERINATAL INFECTIONS,
P37.3,Congenital falciparum malaria,PERINATAL INFECTIONS,
P37.5,Neonatal candidiasis,PERINATAL INFECTIONS,
P37.8,Other specified congenital infectious and parasitic diseases,PERINATAL INFECTIONS,
P37.9,"Congenital infectious and parasitic disease, unspecified",PERINATAL INFECTIONS,
P38,Omphalitis of newborn with or without mild haemorrhage,PERINATAL INFECTIONS,
P39.0,Neonatal infective mastitis,PERINATAL INFECTIONS,
P39.1,Neonatal conjunctivitis and dacryocystitis; Neonatal chlaydial conjunctivitis; Ophthalmia neonatorum NOS,PERINATAL INFECTIONS,
P39.2,"Intra-amniotic infection of fetus, not elsewhere classified",PERINATAL INFECTIONS,
P39.3,Neonatal urinary tract infection,PERINATAL INFECTIONS,
P39.4,Neonatal skin infection; Neonatal pyoderma,PERINATAL INFECTIONS,
P39.8,Other specified infections specific to the perinatal period,PERINATAL INFECTIONS,
P39.9,"Infection specific to the perinatal period, unspecified",PERINATAL INFECTIONS,
K66.0,Peritoneal adhesions; Adhesions of abdominal wall; Adhesions of diaphragm; Adhesions of intestine; Adhesions of male pelvis; Mesenteric Adhesions;  Adhesions of omentum; Adhesions of stomach; Adhesive bands,PERITONEAL DISORDERS,
K66.8,Other specified disorders of peritoneum,PERITONEAL DISORDERS,
K66.9,"Disorder of peritoneum, unspecified",PERITONEAL DISORDERS,
K65.0,Acute peritonitis; Abdominopelvic abscess; Mesenteric abscess; Abscess of omentum; Abscess of peritoneum; Retrocaecal abscess; Retroperitoneal abscess; Subdiaphragmatic abscess; Subhepatic abscess; Subphrenic abscess; Acute Generalized peritonitis; Acute male pelvic peritonitis; Acute subphrenic peritonitis; Acute suppurative peritonitis ,PERITONITIS,
K65.8,Other peritonitis; Chronic proliferative peritonitis; Mesentric fat necrosis; Mesentric saponification; Peritonitis due to bile; Peritonitis due to urine,PERITONITIS,
K65.9,"Peritonitis, unspecified",PERITONITIS,
Q85.8,"Other phakomatoses, not elsewhere classified;  Peutz-Jeghers Syndrome;  Sturge-Weber(-Dimitri)Syndrome;  von Hippel-Lindau Syndrome",PHAKOMATOSES,
Q85.9,"Phakomatosis, unspecified; Hamartosis NOS",PHAKOMATOSES,
J90,"Pleural effusion, not elsewhere classified; Pleurisy with effusion",PLEURAL EFFUSION,
J91*,Pleural effusion in conditions classified elsewhere,PLEURAL EFFUSION,
B20.6,HIV disease resulting in pneumocystis carinii pneumonia,PNEUMONIA HIGH RISK,
J12.03,"Adenoviral pneumonia, high risk",PNEUMONIA HIGH RISK,
J12.13,"Respiratory syncytial virus pneumonia, high risk",PNEUMONIA HIGH RISK,
J12.23,"Parainfluenza virus pneumonia, high risk",PNEUMONIA HIGH RISK,
J12.33,"Human metapneumovirus pneumonia, high risk",PNEUMONIA HIGH RISK,
J12.93,"Viral pneumonia, high risk",PNEUMONIA HIGH RISK,
J13.3,"Pneumonia [bronchopneumonia]due to Streptococcus pneumoniae, high risk",PNEUMONIA HIGH RISK,
J14.3,"Pneumonia [bronchopneumonia] due to Haemophilus influenzae, high risk",PNEUMONIA HIGH RISK,
J15.03,"Pneumonia due to Klebsiella pneumoniae, high risk",PNEUMONIA HIGH RISK,
J15.13,"Pneumonia due to Pseudomonas, high risk",PNEUMONIA HIGH RISK,
J15.23,"Pneumonia due to staphylococcus, high risk",PNEUMONIA HIGH RISK,
J15.33,"Pneumonia due to streptococcus, group B, high risk",PNEUMONIA HIGH RISK,
J15.43,"Pneumonia due to other streptococci, high risk",PNEUMONIA HIGH RISK,
J15.53,"Pneumonia due to Escherichia coli, high risk",PNEUMONIA HIGH RISK,
J15.63,"Pneumonia due to other aerobic Gram-negative bacteria; Pneumonia due to Serratia marcescens, high risk",PNEUMONIA HIGH RISK,
J15.73,"Pneumonia due to Mycoplasma pneumoniae, high risk",PNEUMONIA HIGH RISK,
J15.93,"Bacterial pneumonia [bronchopneumonia], high risk",PNEUMONIA HIGH RISK,
J16.03,"Chlamydial pneumonia, high risk",PNEUMONIA HIGH RISK,
J18.03,"Bronchopneumonia, high risk",PNEUMONIA HIGH RISK,
J18.13,"Lobar pneumonia, high risk",PNEUMONIA HIGH RISK,
J18.23,"Hypostatic pneumonia, high risk",PNEUMONIA HIGH RISK,
J18.93,"Community-acquired pneumonia IV
(This classification utilized the American Thoracic Society recommendation. This is equivalent to CAP, high risk in the Philippine Clinical Practice Guidelines on the Diagnosis, Empiric Management, and Prevention of Community- acquired Pneumonia in Immunocompetent Adults, 2010 update)
Adult high risk Community Acquired Pneumonia (CAP), organism is not specified
Pedia Community Acquired Pneumonia D (PCAP-D) high risk, organism is not specified",PNEUMONIA HIGH RISK,
"J18.99, Y95","Nosocomial pneumonia
Health care associated pneumonia",PNEUMONIA HIGH RISK,
A01.0+ J17.0*,Pneumonia in typhoid fever,PNEUMONIA MODERATE  RISK,
A02.2+ J17.0*,Pneumonia in salmonella infection,PNEUMONIA MODERATE  RISK,
A21.2+ J17.0*,Pneumonia in tularemia,PNEUMONIA MODERATE  RISK,
A22.1+ J17.0*,Pneumonia in anthrax,PNEUMONIA MODERATE  RISK,
A31.0,"Pulmonary mycobacterial infection;  Infection due to Mycobacterium avium, Mycobacterium intracellulare [Battey bacillus]; Mycobacterium  kansasii",PNEUMONIA MODERATE  RISK,
A37.0+ J17.0*,Pneumonia in whooping cough due to Bordatella pertusis,PNEUMONIA MODERATE  RISK,
A37.1+ J17.0*,Pneumonia in whooping cough due to Bordatella parapertusis,PNEUMONIA MODERATE  RISK,
A37.8+ J17.0*,Pneumonia in whooping cough due to Bordatella species other than pertusis or parapertusis,PNEUMONIA MODERATE  RISK,
A37.9+ J17.0*,Pneumonia in whooping cough,PNEUMONIA MODERATE  RISK,
A42.0+ J17.0*,Pneumonia in actinomycoses,PNEUMONIA MODERATE  RISK,
A48.1,Legionnaires' disease,PNEUMONIA MODERATE  RISK,
A43.0+ J17.0*,Pneumonia in nocardiosis,PNEUMONIA MODERATE  RISK,
A54.8+ J17.0*,Pneumonia in gonorrhea,PNEUMONIA MODERATE  RISK,
A69.8+ J17.8*,Pneumonia in spirochaetal,PNEUMONIA MODERATE  RISK,
A70+ J17.8*,Pneumonia in ornithosis,PNEUMONIA MODERATE  RISK,
A78+ J17.8*,Pneumonia in Q fever,PNEUMONIA MODERATE  RISK,
B01.2+ J17.1*,Pneumonia in varicella,PNEUMONIA MODERATE  RISK,
B05.2+ J17.1*,Pneumonia in measles,PNEUMONIA MODERATE  RISK,
B06.8+ J17.1*,Pneumonia in rubella,PNEUMONIA MODERATE  RISK,
B25.0+ J17.1*,Pneumonia in cytomegalovirus disease,PNEUMONIA MODERATE  RISK,
B37.1+ J17.2*,Pneumonia in candidiasis,PNEUMONIA MODERATE  RISK,
B38.0+ J17.2*,Pneumonia in acute pulmonary coccidiomycosis,PNEUMONIA MODERATE  RISK,
B38.1+ J17.2*,Pneumonia in chronic pulmonary coccidiomycosis,PNEUMONIA MODERATE  RISK,
B38.2+ J17.2*,Pneumonia in pulmonary coccidioidomycosis,PNEUMONIA MODERATE  RISK,
B39.0+ J17.2*,Pneumonia in acute pulmonary histoplasmosis capsulati,PNEUMONIA MODERATE  RISK,
B39.1+ J17.2*,Pneumonia in chronic pulmonary histoplasmosis capsulati,PNEUMONIA MODERATE  RISK,
B39.2+ J17.2*,Pneumonia in  pulmonary histoplasmosis capsulati,PNEUMONIA MODERATE  RISK,
B39.9+ J17.2*,Pneumonia in histoplasmosis,PNEUMONIA MODERATE  RISK,
B44.0+ J17.2*,Pneumonia in invasive pulmonary aspergillosis,PNEUMONIA MODERATE  RISK,
B44.1+ J17.2*,Pneumonia in other pulmonary aspergillosis,PNEUMONIA MODERATE  RISK,
B58.3+ J17.3*,Pneumonia in taxoplasmosis,PNEUMONIA MODERATE  RISK,
B65.0+ J17.3*,Pneumonia in  schistosomiasis due to Schistosoma hematobium,PNEUMONIA MODERATE  RISK,
B65.1+ J17.3*,Pneumonia in  schistosomiasis due to Schistosoma mansoni,PNEUMONIA MODERATE  RISK,
B65.2+ J17.3*,Pneumonia in  schistosomiasis due to Schistosoma japonicum,PNEUMONIA MODERATE  RISK,
B65.8+ J17.3*,Pneumonia in  schistosomiasis due to Schistosoma intercalatum; mattheei; mekongi,PNEUMONIA MODERATE  RISK,
B65.9+ J17.3*,Pneumonia in  schistosomiasis,PNEUMONIA MODERATE  RISK,
B77.8+ J17.3*,Pneumonia in  ascariasis,PNEUMONIA MODERATE  RISK,
I00+ J17.8*,Pneumonia in rheumatic fever,PNEUMONIA MODERATE  RISK,
J12.02,"Adenoviral pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J12.12,"Respiratory syncytial virus pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J12.22,"Parainfluenza virus pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J12.32,"Human metapneumovirus pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J12.92,"Viral pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J13.2,"Pneumonia [bronchopneumonia] due to Streptococcus pneumoniae, moderate risk",PNEUMONIA MODERATE  RISK,
J14.2,"Pneumonia [bronchopneumonia]due to Haemophilus influenzae, moderate risk",PNEUMONIA MODERATE  RISK,
J15.02,"Pneumonia due to Klebsiella pneumoniae, moderate risk",PNEUMONIA MODERATE  RISK,
J15.12,"Pneumonia due to Pseudomonas, moderate risk",PNEUMONIA MODERATE  RISK,
J15.22,"Pneumonia due to staphylococcus, moderate risk",PNEUMONIA MODERATE  RISK,
J15.32,"Pneumonia due to streptococcus, group B, moderate risk",PNEUMONIA MODERATE  RISK,
J15.42,"Pneumonia due to other streptococci, moderate risk",PNEUMONIA MODERATE  RISK,
J15.52,"Pneumonia due to Escherichia coli, moderate risk",PNEUMONIA MODERATE  RISK,
J15.62,"Pneumonia due to other aerobic Gram-negative bacteria; Pneumonia due to Serratia marcescens, moderate risk",PNEUMONIA MODERATE  RISK,
J15.72,"Pneumonia due to Mycoplasma pneumoniae, moderate risk",PNEUMONIA MODERATE  RISK,
J15.92,"Bacterial pneumonia [bronchopneumonia], moderate risk",PNEUMONIA MODERATE  RISK,
J16.02,"Chlamydial pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J18.02,"Bronchopneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J18.12,"Lobar pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J18.22,"Hypostatic pneumonia, moderate risk",PNEUMONIA MODERATE  RISK,
J18.92,"Community-acquired pneumonia III 
(This classification utilized the American Thoracic Society recommendation. This is equivalent to CAP, moderate risk in the Philippine Clinical Practice Guidelines on the Diagnosis, Empiric Management, and Prevention of Community- acquired Pneumonia in Immunocompetent Adults, 2010 update)
Adult moderate risk Community Acquired Pneumonia (CAP), organism is not specified
Pedia Community Acquired Pneumonia C (PCAP-C) moderate risk, organism is not specified",PNEUMONIA MODERATE  RISK,
J93.0,Spontaneous tension pneumothorax,PNEUMOTHORAX,
J93.1,"Other spontaneous pneumothorax
Spontaneous pneumothorax",PNEUMOTHORAX,
J93.8,Other pneumothorax,PNEUMOTHORAX,
J93.9,"Pneumothorax, unspecified",PNEUMOTHORAX,
T40.2,Poisoning by Otheropioids; Poisoning by Codeine; Poisoning by Morphine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T40.4,Poisoning by Other synthetic narcotics; Poisoning by Pethidine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T40.6,Poisoning by Other and unspecified narcotics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T40.7,Poisoning by Cannabis (derivatives),POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T40.9,Poisoning by Other and unspecified psychodysleptics [hallucinogens]; Poisoning by Mescaline; Poisoning by Psilocin; Poisoning by Psilocybine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T41.0,Poisoning by Inhaled anaesthetics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T41.1,Poisoning by Intravenous anaesthetics; Thiobarbiturates,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T41.3,Poisoning by Local anaesthetics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T41.5,Poisoning by Therapeutic gases; Carbon dioxide; Oxygen,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.0,Poisoning by Hydantoin derivatives,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.1,Poisoning by Iminostilbenes; Carbamazepine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.2,Poisoning by Succinimides and oxazolidinediones,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.3,Poisoning by Barbiturates,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.4,Poisoning by Benzodiazepines,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.6,Poisoning by Other antiepileptic and sedative-hypnoticdrugs; Poisoning by Methaqualone;Poisoning by  Valproic acid,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.7,"Poisoning by Antiepileptic and sedative-hypnotic drugs, unspecified; Poisoning by Draught sleeping NOS; Poisoning by Sleeping drug NOS;Poisoning by  Sleeping tablet NOS",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T42.8,Poisoning by Antiparkinsonism drugs and other central muscle-tone depressants; Poisoning by Amantadine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.2,Poisoning by Other and unspecified antidepressants,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.3,Poisoning by Phenothiazine antipsychotics and neuroleptics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.4,Poisoning by Butyrophenone and thioxanthene neuroleptics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.5,Poisoning by Other and unspecified antipsychotics and neuroleptics,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.6,Poisoning by Psychostimulants with abuse potential,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T43.9,"Poisoning by Psychotropic drug, unspecified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.1,Poisoning by Other parasympathomimetics [cholinergics],POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.2,"Poisoning by Ganglionic blocking drugs, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.3,"Poisoning by Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified; Poisoning byPapaverine",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.4,"Poisoning by Predominantly ?-adrenoreceptor agonists, not elsewhere classified; Poisoning by  Metaraminol",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.5,"Poisoning by Predominantly ß-adrenoreceptor agonists, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.6,"Poisoning by ?-Adrenoreceptor antagonists, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.7,"Poisoning by ß-Adrenoreceptor antagonists, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T44.9,Poisoning by Other and unspecified drugs primarily affecting the autonomic nervous system; Drug stimulating both  ?-and ß-adrenoreceptors,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T45.0,Poisoning by Antiallergic and antiemetic drugs,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T45.1,Poisoning by Antineoplastic and immunosuppressive drugs; Poisoning by Antineoplastic antibiotics; Poisoning by Cytarabine,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T45.2,"Poisoning by Vitamins, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T45.3,"Poisoning by Enzymes, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
T50.7,Poisoning by Analeptics and opioid receptor antagonists,POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y46.2,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Hydantoin derivatives",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y46.6,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Other and unspecified antiepileptics",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y47.0,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Barbiturates, not elsewhere classified",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y47.1,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Benzodiazepines",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y47.9,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Sedative, hypnotic and antianxiety drug, unspecified;sleeping draught NOS;sleeping drug NOS;sleeping tablet NOS",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y49.5,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Other antipsychotics and neuroleptics",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
Y49.6,"Drugs, medicaments and biological substances causing adverse effects in therapeutic 
use: Psychodysleptics [hallucinogens]",POISONING CAUSED BY ANESTHETICS AND DRUGS AFFECTING THE NERVOUS SYSTEM,
