CODE,DIAGNOSIS,ACR group,ICD 10 Chapter Number,ICD 10 chapter description,ICD 10 block,NOTES
S37.61,INJURY OF UTERUS WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.70,INJURY OF MULTIPLE PELVIC ORGANS WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.71,INJURY OF MULTIPLE PELVIC ORGANS WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.80,INJURY OF OTHER PELVIC ORGANS/ ADRENAL GLAND/ PROSTATE/ SEMINAL VESICLE/ VAS DEFERENS WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.81,INJURY OF OTHER PELVIC ORGANS/ ADRENAL GLAND/ PROSTATE/ SEMINAL VESICLE/ VAS DEFERENS WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.90,INJURY OF UNSPECIFIED PELVIC ORGAN WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.91,INJURY OF UNSPECIFIED PELVIC ORGAN WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S38.0,CRUSHING INJURY OF EXTERNAL GENITAL ORGANS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S38.1,"CRUSHING INJURY OF OTHER AND UNSPECIFIED PARTS OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S38.2,TRAUMATIC AMPUTATION OF EXTERNAL GENITAL ORGANS; MAJUS LABIUM; MINUS LABIUM; PENIS; SCROTUM; TESTIS; VULVA,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S38.3,"TRAUMATIC AMPUTATION OF OTHER AND UNSPECIFIED PARTS OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S39.0,"INJURY OF MUSCLE AND TENDON OF ABDOMEN, LOWER BACK AND PELVIS",INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S39.6,INJURY OF INTRA-ABDOMINAL ORGAN(S) WITH PELVIC ORGAN(S),,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S39.7,"OTHER MULTIPLE INJURIES OF ABDOMEN, LOWER BACK AND PELVIS; INJURIES CLASSIFIABLE TO MORE THAN ONE OF THE CATEGORIES S30-S39.6",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S39.8,"OTHER SPECIFIED INJURIES OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S39.9,"UNSPECIFIED INJURY OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S40.0,CONTUSION OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S40.7,MULTIPLE SUPERFICIAL INJURIES OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S40.8,OTHER SUPERFICIAL INJURIES OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S40.9,"SUPERFICIAL INJURY OF SHOULDER AND UPPER ARM, UNSPECIFIED",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S41.0,OPEN WOUND OF SHOULDER,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S41.1,OPEN WOUND OF UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S41.7,MULTIPLE OPEN WOUNDS OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S41.8,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF SHOULDER GIRDLE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.00,CLOSED FRACTURE OF CLAVICLE/ CLAVICLE ACROMIAL END/ CLAVICLE SHAFT/ COLLAR BONE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.01,OPEN FRACTURE OF CLAVICLE/ CLAVICLE ACROMIAL END/ CLAVICLE SHAFT/ COLLAR BONE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.10,CLOSED FRACTURE OF SCAPULA/ ACROMIAL PROCESS/ ACROMION PROCESS/ BODY OF THE SCAPULA/ GLENOID CAVITY OF THE SCAPULA/ NECK OF THE SCAPULA/ SHOULDER BLADE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.11,OPEN FRACTURE OF SCAPULA/ ACROMIAL PROCESS/ ACROMION PROCESS/ BODY OF THE SCAPULA/ GLENOID CAVITY OF THE SCAPULA/ NECK OF THE SCAPULA/ SHOULDER BLADE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.20,CLOSED FRACTURE OF UPPER END OF HUMERUS/ ANATOMICAL NECK/ GREAT TUBEROSITY/ PROXIMAL END/ SURGICAL NECK/ UPPER EPIPHYSIS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.21,OPEN FRACTURE OF UPPER END OF HUMERUS/ ANATOMICAL NECK/ GREAT TUBEROSITY/ PROXIMAL END/ SURGICAL NECK/ UPPER EPIPHYSIS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.30,CLOSED FRACTURE OF SHAFT OF HUMERUS; CLOSED FRACTURE OF HUMERUS NOS; CLOSED FRACTURE OF UPPER ARM NOS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.31,OPEN FRACTURE OF SHAFT OF HUMERUS; OPEN FRACTURE OF HUMERUS NOS; OPEN FRACTURE OF UPPER ARM NOS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.40,CLOSED FRACTURE OF LOWER END OF HUMERUS/ ARTICULAR PROCESS/ DISTAL END/ EXTERNAL CONDYLE/ INTERCONDYLAR/ INTERNAL EPICONDYLE/ LOWER EPIPHYSIS/ SUPRACONDYLAR,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.41,OPEN FRACTURE OF LOWER END OF HUMERUS/ ARTICULAR PROCESS/ DISTAL END/ EXTERNAL CONDYLE/ INTERCONDYLAR/ INTERNAL EPICONDYLE/ LOWER EPIPHYSIS/ SUPRACONDYLAR,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.70,"CLOSED MULTIPLE FRACTURES OF CLAVICLE, SCAPULA AND HUMERUS",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.71,"OPEN MULTIPLE FRACTURES OF CLAVICLE, SCAPULA AND HUMERUS",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.80,CLOSED FRACTURE OF OTHER PARTS OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.81,OPEN FRACTURE OF OTHER PARTS OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.90,"CLOSED FRACTURE OF SHOULDER GIRDLE, PART UNSPECIFIED; CLOSED FRACTURE OF SHOULDER NOS",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S42.91,"OPEN FRACTURE OF SHOULDER GIRDLE, PART UNSPECIFIED; OPEN FRACTURE OF SHOULDER NOS",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.0,DISLOCATION OF SHOULDER JOINT; GLENOHUMERAL JOINT,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.1,DISLOCATION OF ACROMIOCLAVICULAR JOINT,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.2,DISLOCATION OF STERNOCLAVICULAR JOINT,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.3,DISLOCATION OF OTHER AND UNSPECIFIED PARTS OF SHOULDER GIRDLE; DISLOCATION OF SHOULDER GIRDLE NOS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.4,SPRAIN AND STRAIN OF SHOULDER JOINT; CORACOHUMERAL LIGAMENT; ROTATOR CUFF CAPSULE,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.5,SPRAIN AND STRAIN OF ACROMIOCLAVICULAR JOINT; ACROMIOCLAVICULAR LIGAMENT,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.6,SPRAIN AND STRAIN OF STERNOCLAVICULAR JOINT,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S43.7,SPRAIN AND STRAIN OF OTHER AND UNSPECIFIED PARTS OF SHOULDER GIRDLE; SPRAIN AND STRAIN OF SHOULDER GIRDLE NOS,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.0,INJURY OF ULNAR NERVE AT UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.1,INJURY OF MEDIAN NERVE AT UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.2,INJURY OF RADIAL NERVE AT UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.3,INJURY OF AXILLARY NERVE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.4,INJURY OF MUSCULOCUTANEOUS NERVE,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.5,INJURY OF CUTANEOUS SENSORY NERVE AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.7,INJURY OF MULTIPLE NERVES AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.8,INJURY OF OTHER NERVES AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S44.9,INJURY OF UNSPECIFIED NERVE AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.0,INJURY OF AXILLARY ARTERY,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.1,INJURY OF BRACHIAL ARTERY,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.2,INJURY OF AXILLARY OR BRACHIAL VEIN,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.3,INJURY OF SUPERFICIAL VEIN AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.7,INJURY OF MULTIPLE BLOOD VESSELS AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.8,INJURY OF OTHER BLOOD VESSELS AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S45.9,INJURY OF UNSPECIFIED BLOOD VESSEL AT SHOULDER AND UPPER ARM LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.0,INJURY OF TENDON OF THE ROTATOR CUFF OF SHOULDER,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.1,INJURY OF MUSCLE AND TENDON OF LONG HEAD OF BICEPS,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.2,INJURY OF MUSCLE AND TENDON OF OTHER PARTS OF BICEPS,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.3,INJURY OF MUSCLE AND TENDON OF TRICEPS,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.7,INJURY OF MULTIPLE MUSCLES AND TENDONS AT SHOULDER AND UPPER ARM LEVEL,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.8,INJURY OF OTHER MUSCLES AND TENDONS AT SHOULDER AND UPPER ARM LEVEL,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S46.9,INJURY OF UNSPECIFIED MUSCLE AND TENDON AT SHOULDER AND UPPER ARM LEVEL,INJURIES TO THE MUSCLES AND TENDONS AND JOINTS,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S47,CRUSHING INJURY OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S48.0,TRAUMATIC AMPUTATION AT SHOULDER JOINT,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S48.1,TRAUMATIC AMPUTATION AT LEVEL BETWEEN SHOULDER AND ELBOW,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S48.9,"TRAUMATIC AMPUTATION OF SHOULDER AND UPPER ARM, LEVEL UNSPECIFIED",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S49.7,MULTIPLE INJURIES OF SHOULDER AND UPPER ARM; INJURIES CLASSIFIABLE TO MORE THAN ONE OF THE CATEGORIES S40-S48,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S49.8,OTHER SPECIFIED INJURIES OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S49.9,UNSPECIFIED INJURY OF SHOULDER AND UPPER ARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the shoulder and upper arm,1
S50.0,CONTUSION OF ELBOW,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S50.1,CONTUSION OF OTHER AND UNSPECIFIED PARTS OF FOREARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S50.7,MULTIPLE SUPERFICIAL INJURIES OF FOREARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S50.8,OTHER SUPERFICIAL INJURIES OF FOREARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S50.9,"SUPERFICIAL INJURY OF FOREARM, UNSPECIFIED; SUPERFICIAL INJURY OF ELBOW NOS",,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S51.0,OPEN WOUND OF ELBOW,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
S51.7,MULTIPLE OPEN WOUNDS OF FOREARM,,19,"Injury, poisoning and certain other consequences of external causes",Injuries to the elbow and forearm,1
